Area_Name,Year,Group_Name,Sub_Group_Name,Trial_of_Violent_Crimes_by_Courts_By_Confession,Trial_of_Violent_Crimes_by_Courts_By_trial,Trial_of_Violent_Crimes_by_Courts_Total
Tamil Nadu,2006,TVC- Dacoity,06. Dacoity,0.0,92,92
Uttar Pradesh,2006,TVC- Dacoity,06. Dacoity,0.0,521,521
West Bengal,2006,TVC- Dacoity,06. Dacoity,0.0,305,305
Andhra Pradesh,2007,TVC- Dacoity,06. Dacoity,0.0,266,266
Arunachal Pradesh,2007,TVC- Dacoity,06. Dacoity,0.0,1,1
Assam,2007,TVC- Dacoity,06. Dacoity,8.0,176,184
Bihar,2007,TVC- Dacoity,06. Dacoity,0.0,829,829
Chandigarh,2007,TVC- Dacoity,06. Dacoity,0.0,1,1
Chhattisgarh,2007,TVC- Dacoity,06. Dacoity,11.0,44,55
Daman & Diu,2007,TVC- Dacoity,06. Dacoity,0.0,2,2
Gujarat,2007,TVC- Dacoity,06. Dacoity,1.0,108,109
Haryana,2007,TVC- Dacoity,06. Dacoity,0.0,70,70
Himachal Pradesh,2007,TVC- Dacoity,06. Dacoity,0.0,3,3
Jammu & Kashmir,2007,TVC- Dacoity,06. Dacoity,0.0,5,5
Jharkhand,2007,TVC- Dacoity,06. Dacoity,1.0,506,507
Karnataka,2007,TVC- Dacoity,06. Dacoity,0.0,128,128
Madhya Pradesh,2007,TVC- Dacoity,06. Dacoity,0.0,143,143
Maharashtra,2007,TVC- Dacoity,06. Dacoity,0.0,261,261
Manipur,2007,TVC- Dacoity,06. Dacoity,0.0,1,1
Meghalaya,2007,TVC- Dacoity,06. Dacoity,1.0,8,9
Mizoram,2007,TVC- Dacoity,06. Dacoity,0.0,8,8
Nagaland,2007,TVC- Dacoity,06. Dacoity,0.0,7,7
Odisha,2007,TVC- Dacoity,06. Dacoity,0.0,147,147
Tamil Nadu,2007,TVC- Dacoity,06. Dacoity,1.0,100,101
West Bengal,2007,TVC- Dacoity,06. Dacoity,1.0,168,169
Andhra Pradesh,2008,TVC- Dacoity,06. Dacoity,0.0,222,222
Arunachal Pradesh,2008,TVC- Dacoity,06. Dacoity,0.0,0,0
Assam,2008,TVC- Dacoity,06. Dacoity,5.0,172,177
Bihar,2008,TVC- Dacoity,06. Dacoity,0.0,792,792
Chhattisgarh,2008,TVC- Dacoity,06. Dacoity,27.0,35,62
Gujarat,2008,TVC- Dacoity,06. Dacoity,0.0,118,118
Haryana,2008,TVC- Dacoity,06. Dacoity,0.0,76,76
Himachal Pradesh,2008,TVC- Dacoity,06. Dacoity,0.0,2,2
Jammu & Kashmir,2008,TVC- Dacoity,06. Dacoity,0.0,5,5
Jharkhand,2008,TVC- Dacoity,06. Dacoity,28.0,293,321
Karnataka,2008,TVC- Dacoity,06. Dacoity,9.0,163,172
Maharashtra,2008,TVC- Dacoity,06. Dacoity,0.0,281,281
Manipur,2008,TVC- Dacoity,06. Dacoity,0.0,0,0
Meghalaya,2008,TVC- Dacoity,06. Dacoity,2.0,15,17
Mizoram,2008,TVC- Dacoity,06. Dacoity,0.0,0,0
Nagaland,2008,TVC- Dacoity,06. Dacoity,2.0,7,9
Odisha,2008,TVC- Dacoity,06. Dacoity,0.0,155,155
Tamil Nadu,2008,TVC- Dacoity,06. Dacoity,2.0,71,73
West Bengal,2008,TVC- Dacoity,06. Dacoity,0.0,167,167
Andhra Pradesh,2009,TVC- Dacoity,06. Dacoity,0.0,186,186
Arunachal Pradesh,2009,TVC- Dacoity,06. Dacoity,0.0,3,3
Assam,2009,TVC- Dacoity,06. Dacoity,9.0,132,141
Bihar,2009,TVC- Dacoity,06. Dacoity,0.0,741,741
Chandigarh,2009,TVC- Dacoity,06. Dacoity,0.0,3,3
Chhattisgarh,2009,TVC- Dacoity,06. Dacoity,18.0,56,74
Gujarat,2009,TVC- Dacoity,06. Dacoity,0.0,85,85
Haryana,2009,TVC- Dacoity,06. Dacoity,0.0,89,89
Himachal Pradesh,2009,TVC- Dacoity,06. Dacoity,0.0,5,5
Jammu & Kashmir,2009,TVC- Dacoity,06. Dacoity,0.0,13,13
Jharkhand,2009,TVC- Dacoity,06. Dacoity,2.0,290,292
Karnataka,2009,TVC- Dacoity,06. Dacoity,4.0,199,203
Madhya Pradesh,2009,TVC- Dacoity,06. Dacoity,0.0,89,89
Maharashtra,2009,TVC- Dacoity,06. Dacoity,0.0,283,283
Manipur,2009,TVC- Dacoity,06. Dacoity,0.0,0,0
Meghalaya,2009,TVC- Dacoity,06. Dacoity,0.0,15,15
Odisha,2009,TVC- Dacoity,06. Dacoity,0.0,197,197
Tamil Nadu,2009,TVC- Dacoity,06. Dacoity,3.0,79,82
Tripura,2009,TVC- Dacoity,06. Dacoity,0.0,8,8
West Bengal,2009,TVC- Dacoity,06. Dacoity,0.0,116,116
Andhra Pradesh,2010,TVC- Dacoity,06. Dacoity,9.0,121,130
Arunachal Pradesh,2010,TVC- Dacoity,06. Dacoity,0.0,5,5
Assam,2010,TVC- Dacoity,06. Dacoity,6.0,78,84
Chandigarh,2010,TVC- Dacoity,06. Dacoity,0.0,5,5
Chhattisgarh,2010,TVC- Dacoity,06. Dacoity,17.0,50,67
Daman & Diu,2010,TVC- Dacoity,06. Dacoity,0.0,4,4
Goa,2010,TVC- Dacoity,06. Dacoity,0.0,5,5
Gujarat,2010,TVC- Dacoity,06. Dacoity,6.0,114,120
Himachal Pradesh,2010,TVC- Dacoity,06. Dacoity,0.0,6,6
Jammu & Kashmir,2010,TVC- Dacoity,06. Dacoity,0.0,8,8
Jharkhand,2010,TVC- Dacoity,06. Dacoity,0.0,308,308
Karnataka,2010,TVC- Dacoity,06. Dacoity,0.0,199,199
Kerala,2010,TVC- Dacoity,06. Dacoity,0.0,45,45
Madhya Pradesh,2010,TVC- Dacoity,06. Dacoity,0.0,119,119
Maharashtra,2010,TVC- Dacoity,06. Dacoity,0.0,401,401
Manipur,2010,TVC- Dacoity,06. Dacoity,0.0,1,1
Meghalaya,2010,TVC- Dacoity,06. Dacoity,0.0,9,9
Mizoram,2010,TVC- Dacoity,06. Dacoity,0.0,1,1
Nagaland,2010,TVC- Dacoity,06. Dacoity,1.0,1,2
Odisha,2010,TVC- Dacoity,06. Dacoity,0.0,216,216
Tamil Nadu,2010,TVC- Dacoity,06. Dacoity,0.0,67,67
West Bengal,2010,TVC- Dacoity,06. Dacoity,1.0,115,116
Andhra Pradesh,2001,TVC- Dowry Deaths,11. Dowry Deaths,0.0,411,411
Arunachal Pradesh,2001,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Assam,2001,TVC- Dowry Deaths,11. Dowry Deaths,1.0,20,21
Bihar,2001,TVC- Dowry Deaths,11. Dowry Deaths,0.0,399,399
Chandigarh,2001,TVC- Dowry Deaths,11. Dowry Deaths,0.0,2,2
Chhattisgarh,2001,TVC- Dowry Deaths,11. Dowry Deaths,25.0,21,46
Gujarat,2001,TVC- Dowry Deaths,11. Dowry Deaths,0.0,22,22
Haryana,2001,TVC- Dowry Deaths,11. Dowry Deaths,9.0,293,302
Himachal Pradesh,2001,TVC- Dowry Deaths,11. Dowry Deaths,0.0,4,4
Jammu & Kashmir,2001,TVC- Dowry Deaths,11. Dowry Deaths,0.0,7,7
Jharkhand,2001,TVC- Dowry Deaths,11. Dowry Deaths,8.0,168,176
Karnataka,2001,TVC- Dowry Deaths,11. Dowry Deaths,0.0,122,122
Kerala,2001,TVC- Dowry Deaths,11. Dowry Deaths,3.0,11,14
Maharashtra,2001,TVC- Dowry Deaths,11. Dowry Deaths,0.0,360,360
Meghalaya,2001,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Mizoram,2001,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Nagaland,2001,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Odisha,2001,TVC- Dowry Deaths,11. Dowry Deaths,0.0,182,182
Punjab,2001,TVC- Dowry Deaths,11. Dowry Deaths,2.0,127,129
Uttarakhand,2001,TVC- Dowry Deaths,11. Dowry Deaths,8.0,52,60
West Bengal,2001,TVC- Dowry Deaths,11. Dowry Deaths,0.0,164,164
Andhra Pradesh,2002,TVC- Dowry Deaths,11. Dowry Deaths,0.0,421,421
Assam,2002,TVC- Dowry Deaths,11. Dowry Deaths,0.0,16,16
Bihar,2002,TVC- Dowry Deaths,11. Dowry Deaths,0.0,325,325
Chandigarh,2002,TVC- Dowry Deaths,11. Dowry Deaths,0.0,4,4
Chhattisgarh,2002,TVC- Dowry Deaths,11. Dowry Deaths,41.0,30,71
Daman & Diu,2002,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Delhi,2002,TVC- Dowry Deaths,11. Dowry Deaths,0.0,27,27
Gujarat,2002,TVC- Dowry Deaths,11. Dowry Deaths,0.0,42,42
Haryana,2002,TVC- Dowry Deaths,11. Dowry Deaths,3.0,266,269
Himachal Pradesh,2002,TVC- Dowry Deaths,11. Dowry Deaths,0.0,3,3
Jammu & Kashmir,2002,TVC- Dowry Deaths,11. Dowry Deaths,0.0,5,5
Jharkhand,2002,TVC- Dowry Deaths,11. Dowry Deaths,8.0,224,232
Karnataka,2002,TVC- Dowry Deaths,11. Dowry Deaths,0.0,144,144
Madhya Pradesh,2002,TVC- Dowry Deaths,11. Dowry Deaths,0.0,594,594
Maharashtra,2002,TVC- Dowry Deaths,11. Dowry Deaths,0.0,313,313
Meghalaya,2002,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Nagaland,2002,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Odisha,2002,TVC- Dowry Deaths,11. Dowry Deaths,0.0,170,170
Punjab,2002,TVC- Dowry Deaths,11. Dowry Deaths,0.0,138,138
Rajasthan,2002,TVC- Dowry Deaths,11. Dowry Deaths,1.0,327,328
Tamil Nadu,2002,TVC- Dowry Deaths,11. Dowry Deaths,4.0,209,213
Uttarakhand,2002,TVC- Dowry Deaths,11. Dowry Deaths,0.0,49,49
West Bengal,2002,TVC- Dowry Deaths,11. Dowry Deaths,0.0,270,270
Andhra Pradesh,2003,TVC- Dowry Deaths,11. Dowry Deaths,0.0,407,407
Arunachal Pradesh,2003,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Assam,2003,TVC- Dowry Deaths,11. Dowry Deaths,0.0,26,26
Bihar,2003,TVC- Dowry Deaths,11. Dowry Deaths,0.0,491,491
Chandigarh,2003,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Chhattisgarh,2003,TVC- Dowry Deaths,11. Dowry Deaths,0.0,40,40
Daman & Diu,2003,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Gujarat,2003,TVC- Dowry Deaths,11. Dowry Deaths,0.0,48,48
Haryana,2003,TVC- Dowry Deaths,11. Dowry Deaths,2.0,209,211
Himachal Pradesh,2003,TVC- Dowry Deaths,11. Dowry Deaths,0.0,7,7
Jammu & Kashmir,2003,TVC- Dowry Deaths,11. Dowry Deaths,0.0,13,13
Jharkhand,2003,TVC- Dowry Deaths,11. Dowry Deaths,3.0,182,185
Karnataka,2003,TVC- Dowry Deaths,11. Dowry Deaths,0.0,162,162
Maharashtra,2003,TVC- Dowry Deaths,11. Dowry Deaths,1.0,399,400
Meghalaya,2003,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Nagaland,2003,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Odisha,2003,TVC- Dowry Deaths,11. Dowry Deaths,0.0,186,186
Punjab,2003,TVC- Dowry Deaths,11. Dowry Deaths,0.0,181,181
Tamil Nadu,2003,TVC- Dowry Deaths,11. Dowry Deaths,7.0,237,244
Uttarakhand,2003,TVC- Dowry Deaths,11. Dowry Deaths,0.0,38,38
West Bengal,2003,TVC- Dowry Deaths,11. Dowry Deaths,5.0,213,218
Andhra Pradesh,2004,TVC- Dowry Deaths,11. Dowry Deaths,0.0,407,407
Arunachal Pradesh,2004,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Assam,2004,TVC- Dowry Deaths,11. Dowry Deaths,2.0,30,32
Bihar,2004,TVC- Dowry Deaths,11. Dowry Deaths,1.0,438,439
Chandigarh,2004,TVC- Dowry Deaths,11. Dowry Deaths,0.0,2,2
Chhattisgarh,2004,TVC- Dowry Deaths,11. Dowry Deaths,2.0,87,89
Gujarat,2004,TVC- Dowry Deaths,11. Dowry Deaths,0.0,54,54
Himachal Pradesh,2004,TVC- Dowry Deaths,11. Dowry Deaths,0.0,7,7
Jharkhand,2004,TVC- Dowry Deaths,11. Dowry Deaths,2.0,183,185
Karnataka,2004,TVC- Dowry Deaths,11. Dowry Deaths,0.0,233,233
Maharashtra,2004,TVC- Dowry Deaths,11. Dowry Deaths,0.0,321,321
Manipur,2004,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Meghalaya,2004,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Mizoram,2004,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Nagaland,2004,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Odisha,2004,TVC- Dowry Deaths,11. Dowry Deaths,0.0,246,246
Punjab,2004,TVC- Dowry Deaths,11. Dowry Deaths,16.0,76,92
Tamil Nadu,2004,TVC- Dowry Deaths,11. Dowry Deaths,4.0,172,176
Uttar Pradesh,2004,TVC- Dowry Deaths,11. Dowry Deaths,0.0,1434,1434
West Bengal,2004,TVC- Dowry Deaths,11. Dowry Deaths,5.0,189,194
Andhra Pradesh,2005,TVC- Dowry Deaths,11. Dowry Deaths,0.0,547,547
Arunachal Pradesh,2005,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Assam,2005,TVC- Dowry Deaths,11. Dowry Deaths,1.0,37,38
Bihar,2005,TVC- Dowry Deaths,11. Dowry Deaths,0.0,501,501
Chandigarh,2005,TVC- Dowry Deaths,11. Dowry Deaths,0.0,6,6
Chhattisgarh,2005,TVC- Dowry Deaths,11. Dowry Deaths,27.0,35,62
Gujarat,2005,TVC- Dowry Deaths,11. Dowry Deaths,0.0,65,65
Haryana,2005,TVC- Dowry Deaths,11. Dowry Deaths,0.0,248,248
Himachal Pradesh,2005,TVC- Dowry Deaths,11. Dowry Deaths,0.0,4,4
Jammu & Kashmir,2005,TVC- Dowry Deaths,11. Dowry Deaths,0.0,2,2
Jharkhand,2005,TVC- Dowry Deaths,11. Dowry Deaths,3.0,83,86
Karnataka,2005,TVC- Dowry Deaths,11. Dowry Deaths,0.0,324,324
Kerala,2005,TVC- Dowry Deaths,11. Dowry Deaths,1.0,33,34
Maharashtra,2005,TVC- Dowry Deaths,11. Dowry Deaths,1.0,299,300
Manipur,2005,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Meghalaya,2005,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Mizoram,2005,TVC- Dowry Deaths,11. Dowry Deaths,0.0,2,2
Nagaland,2005,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Odisha,2005,TVC- Dowry Deaths,11. Dowry Deaths,0.0,210,210
Punjab,2005,TVC- Dowry Deaths,11. Dowry Deaths,0.0,65,65
Tamil Nadu,2005,TVC- Dowry Deaths,11. Dowry Deaths,2.0,240,242
Uttar Pradesh,2005,TVC- Dowry Deaths,11. Dowry Deaths,0.0,1299,1299
West Bengal,2005,TVC- Dowry Deaths,11. Dowry Deaths,3.0,358,361
Andhra Pradesh,2006,TVC- Dowry Deaths,11. Dowry Deaths,0.0,353,353
Arunachal Pradesh,2006,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Assam,2006,TVC- Dowry Deaths,11. Dowry Deaths,2.0,49,51
Bihar,2006,TVC- Dowry Deaths,11. Dowry Deaths,17.0,633,650
Chandigarh,2006,TVC- Dowry Deaths,11. Dowry Deaths,0.0,3,3
Chhattisgarh,2006,TVC- Dowry Deaths,11. Dowry Deaths,45.0,26,71
Gujarat,2006,TVC- Dowry Deaths,11. Dowry Deaths,0.0,34,34
Himachal Pradesh,2006,TVC- Dowry Deaths,11. Dowry Deaths,0.0,5,5
Jammu & Kashmir,2006,TVC- Dowry Deaths,11. Dowry Deaths,0.0,2,2
Jharkhand,2006,TVC- Dowry Deaths,11. Dowry Deaths,0.0,255,255
Karnataka,2006,TVC- Dowry Deaths,11. Dowry Deaths,0.0,283,283
Maharashtra,2006,TVC- Dowry Deaths,11. Dowry Deaths,0.0,272,272
Manipur,2006,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Meghalaya,2006,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Mizoram,2006,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Nagaland,2006,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Odisha,2006,TVC- Dowry Deaths,11. Dowry Deaths,0.0,215,215
Uttar Pradesh,2006,TVC- Dowry Deaths,11. Dowry Deaths,0.0,1366,1366
West Bengal,2006,TVC- Dowry Deaths,11. Dowry Deaths,2.0,262,264
Andhra Pradesh,2007,TVC- Dowry Deaths,11. Dowry Deaths,0.0,542,542
Arunachal Pradesh,2007,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Assam,2007,TVC- Dowry Deaths,11. Dowry Deaths,3.0,56,59
Bihar,2007,TVC- Dowry Deaths,11. Dowry Deaths,0.0,642,642
Chandigarh,2007,TVC- Dowry Deaths,11. Dowry Deaths,0.0,4,4
Chhattisgarh,2007,TVC- Dowry Deaths,11. Dowry Deaths,23.0,65,88
Gujarat,2007,TVC- Dowry Deaths,11. Dowry Deaths,0.0,31,31
Haryana,2007,TVC- Dowry Deaths,11. Dowry Deaths,0.0,221,221
Himachal Pradesh,2007,TVC- Dowry Deaths,11. Dowry Deaths,0.0,4,4
Jammu & Kashmir,2007,TVC- Dowry Deaths,11. Dowry Deaths,0.0,4,4
Jharkhand,2007,TVC- Dowry Deaths,11. Dowry Deaths,1.0,285,286
Karnataka,2007,TVC- Dowry Deaths,11. Dowry Deaths,0.0,206,206
Madhya Pradesh,2007,TVC- Dowry Deaths,11. Dowry Deaths,0.0,691,691
Maharashtra,2007,TVC- Dowry Deaths,11. Dowry Deaths,0.0,286,286
Manipur,2007,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Meghalaya,2007,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Mizoram,2007,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Nagaland,2007,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Odisha,2007,TVC- Dowry Deaths,11. Dowry Deaths,0.0,174,174
Tamil Nadu,2007,TVC- Dowry Deaths,11. Dowry Deaths,2.0,216,218
West Bengal,2007,TVC- Dowry Deaths,11. Dowry Deaths,1.0,354,355
Andhra Pradesh,2008,TVC- Dowry Deaths,11. Dowry Deaths,0.0,449,449
Arunachal Pradesh,2008,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Assam,2008,TVC- Dowry Deaths,11. Dowry Deaths,2.0,42,44
Bihar,2008,TVC- Dowry Deaths,11. Dowry Deaths,0.0,689,689
Chhattisgarh,2008,TVC- Dowry Deaths,11. Dowry Deaths,25.0,51,76
Gujarat,2008,TVC- Dowry Deaths,11. Dowry Deaths,1.0,14,15
Haryana,2008,TVC- Dowry Deaths,11. Dowry Deaths,0.0,238,238
Himachal Pradesh,2008,TVC- Dowry Deaths,11. Dowry Deaths,0.0,8,8
Jammu & Kashmir,2008,TVC- Dowry Deaths,11. Dowry Deaths,0.0,1,1
Jharkhand,2008,TVC- Dowry Deaths,11. Dowry Deaths,11.0,198,209
Karnataka,2008,TVC- Dowry Deaths,11. Dowry Deaths,4.0,181,185
Maharashtra,2008,TVC- Dowry Deaths,11. Dowry Deaths,0.0,277,277
Manipur,2008,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Meghalaya,2008,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Mizoram,2008,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Nagaland,2008,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Odisha,2008,TVC- Dowry Deaths,11. Dowry Deaths,0.0,251,251
Tamil Nadu,2008,TVC- Dowry Deaths,11. Dowry Deaths,1.0,183,184
West Bengal,2008,TVC- Dowry Deaths,11. Dowry Deaths,0.0,330,330
Andhra Pradesh,2009,TVC- Dowry Deaths,11. Dowry Deaths,0.0,440,440
Arunachal Pradesh,2009,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Assam,2009,TVC- Dowry Deaths,11. Dowry Deaths,3.0,41,44
Bihar,2009,TVC- Dowry Deaths,11. Dowry Deaths,0.0,593,593
Chandigarh,2009,TVC- Dowry Deaths,11. Dowry Deaths,0.0,3,3
Chhattisgarh,2009,TVC- Dowry Deaths,11. Dowry Deaths,31.0,70,101
Gujarat,2009,TVC- Dowry Deaths,11. Dowry Deaths,0.0,19,19
Haryana,2009,TVC- Dowry Deaths,11. Dowry Deaths,0.0,237,237
Himachal Pradesh,2009,TVC- Dowry Deaths,11. Dowry Deaths,0.0,4,4
Jammu & Kashmir,2009,TVC- Dowry Deaths,11. Dowry Deaths,0.0,8,8
Jharkhand,2009,TVC- Dowry Deaths,11. Dowry Deaths,1.0,231,232
Karnataka,2009,TVC- Dowry Deaths,11. Dowry Deaths,2.0,154,156
Madhya Pradesh,2009,TVC- Dowry Deaths,11. Dowry Deaths,0.0,666,666
Maharashtra,2009,TVC- Dowry Deaths,11. Dowry Deaths,0.0,223,223
Manipur,2009,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Meghalaya,2009,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Odisha,2009,TVC- Dowry Deaths,11. Dowry Deaths,0.0,258,258
Sikkim,2009,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Tamil Nadu,2009,TVC- Dowry Deaths,11. Dowry Deaths,3.0,181,184
Tripura,2009,TVC- Dowry Deaths,11. Dowry Deaths,0.0,21,21
West Bengal,2009,TVC- Dowry Deaths,11. Dowry Deaths,8.0,221,229
Andhra Pradesh,2010,TVC- Dowry Deaths,11. Dowry Deaths,0.0,502,502
Arunachal Pradesh,2010,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Assam,2010,TVC- Dowry Deaths,11. Dowry Deaths,8.0,50,58
Chandigarh,2010,TVC- Dowry Deaths,11. Dowry Deaths,0.0,6,6
Chhattisgarh,2010,TVC- Dowry Deaths,11. Dowry Deaths,31.0,47,78
Goa,2010,TVC- Dowry Deaths,11. Dowry Deaths,0.0,2,2
Gujarat,2010,TVC- Dowry Deaths,11. Dowry Deaths,0.0,8,8
Himachal Pradesh,2010,TVC- Dowry Deaths,11. Dowry Deaths,0.0,1,1
Jammu & Kashmir,2010,TVC- Dowry Deaths,11. Dowry Deaths,0.0,8,8
Jharkhand,2010,TVC- Dowry Deaths,11. Dowry Deaths,1.0,249,250
Karnataka,2010,TVC- Dowry Deaths,11. Dowry Deaths,0.0,181,181
Kerala,2010,TVC- Dowry Deaths,11. Dowry Deaths,0.0,13,13
Maharashtra,2010,TVC- Dowry Deaths,11. Dowry Deaths,0.0,329,329
Manipur,2010,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Meghalaya,2010,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Mizoram,2010,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Nagaland,2010,TVC- Dowry Deaths,11. Dowry Deaths,0.0,0,0
Odisha,2010,TVC- Dowry Deaths,11. Dowry Deaths,0.0,415,415
Tamil Nadu,2010,TVC- Dowry Deaths,11. Dowry Deaths,0.0,164,164
West Bengal,2010,TVC- Dowry Deaths,11. Dowry Deaths,0.0,229,229
Andhra Pradesh,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,2.0,215,217
Arunachal Pradesh,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,0,0
Assam,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,2.0,37,39
Bihar,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,698,698
Chandigarh,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,3,3
Chhattisgarh,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,2.0,18,20
Delhi,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,111.0,307,418
Gujarat,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,2.0,39,41
Haryana,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,3.0,79,82
Himachal Pradesh,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,7,7
Jammu & Kashmir,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,28,28
Jharkhand,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,66,66
Karnataka,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,1.0,108,109
Maharashtra,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,28.0,112,140
Meghalaya,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,0,0
Mizoram,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,2,2
Nagaland,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,1.0,1,2
Odisha,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,43,43
Sikkim,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,1.0,2,3
Tamil Nadu,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,3.0,96,99
Uttar Pradesh,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,1.0,733,734
West Bengal,2001,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,111,111
Andhra Pradesh,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,213,213
Assam,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,1.0,69,70
Bihar,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,1.0,637,638
Chandigarh,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,5,5
Chhattisgarh,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,10.0,16,26
Daman & Diu,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,0,0
Gujarat,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,52,52
Haryana,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,2.0,73,75
Himachal Pradesh,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,6,6
Jammu & Kashmir,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,9,9
Jharkhand,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,2.0,115,117
Karnataka,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,139,139
Madhya Pradesh,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,204,204
Maharashtra,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,153,153
Meghalaya,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,4,4
Nagaland,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,2.0,2,4
Odisha,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,5,5
Punjab,2002,TVC- Kidnaping of Others,05B. Kidnapping & Abduction of Others,0.0,43,43
